,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,selling_price_scaled
5929,Hyundai i10 Era,2007,190000,70000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,12.154784614286667
5930,Hyundai i10 Sportz 1.1L,2016,425000,50000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,12.959846800844963
5931,Hyundai i10 Magna 1.1L,2010,180000,55000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,12.100717685412471
5932,Hyundai i10 Magna 1.1L,2009,160000,35000,Petrol,Individual,Manual,Third Owner,19.81,1086.0,68.05,5.0,11.982935344196433
5933,Hyundai i10 Magna 1.1L,2010,187000,200400,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,12.138869243416009
5934,Hyundai i10 Magna 1.1L,2016,420000,9750,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,12.948012371209098
5935,Hyundai i10 Magna 1.1L,2008,185000,110000,Petrol,Individual,Manual,Fourth & Above Owner,19.81,1086.0,68.05,5.0,12.128116509451258
5936,Hyundai i10 Era,2013,245000,110000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,12.409017571151187
5937,Hyundai i10 Sportz 1.1L,2015,350000,20000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,12.765691290604371
5938,Hyundai i10 Era,2010,142000,49200,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,11.863589378812122
5939,Hyundai i10 Era,2009,160000,35000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,11.982935344196433
5940,Hyundai i10 Era,2008,130000,120000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,11.775297421715827
5941,Hyundai i10 Era,2008,200000,60000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,12.206077645517674
5942,Hyundai i10 Era,2012,265000,20000,Petrol,Individual,Manual,Third Owner,19.81,1086.0,68.05,5.0,12.487488878546145
5943,Hyundai i10 Era 1.1 iTech SE,2010,275000,80000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,12.524530013005734
5944,Hyundai i10 Magna 1.1L,2015,287000,100000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,12.567240979056246
5945,Hyundai i10 Magna 1.1L,2008,250000,100000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,12.429220196836383
5946,Hyundai i10 Era,2011,300000,30000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,12.611541086966115
5948,Hyundai i10 Magna 1.1L,2011,270000,60000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,12.506180941677357
5949,Hyundai i10 Sportz 1.1L LPG,2015,375000,60000,LPG,Individual,Manual,First Owner,19.2,1086.0,68.05,5.0,12.834683971615659
5950,Hyundai i10 Magna LPG,2012,350000,30000,LPG,Individual,Manual,First Owner,19.2,1086.0,68.05,5.0,12.765691290604371
5951,Hyundai i10 Magna LPG,2012,300000,60000,LPG,Individual,Manual,First Owner,19.2,1086.0,68.05,5.0,12.611541086966115
5952,Hyundai i10 Magna LPG,2013,275000,70000,LPG,Individual,Manual,Second Owner,19.2,1086.0,68.05,5.0,12.524530013005734
5953,Hyundai EON 1.0 Kappa Magna Plus,2015,204999,43000,Petrol,Individual,Manual,Second Owner,20.3,998.0,68.05,5.0,12.230765258120545
5954,Hyundai EON 1.0 Era Plus,2017,300000,60000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,12.611541086966115
5955,Hyundai EON 1.0 Era Plus,2018,330000,70000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,12.706850963741102
5956,Hyundai EON 1.0 Kappa Magna Plus,2014,220000,10000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,12.301387370778713
5957,Hyundai EON 1.0 Era Plus,2018,350000,25000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,12.765691290604371
5958,Hyundai EON 1.0 Era Plus,2018,340000,120000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,12.73670383776449
5959,Hyundai EON 1.0 Era Plus,2017,250000,35000,Petrol,Individual,Manual,Second Owner,20.3,998.0,68.05,5.0,12.429220196836383
5960,Hyundai EON 1.0 Era Plus,2017,339000,25000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,12.733758336210744
5961,Hyundai EON 1.0 Era Plus,2017,270000,26442,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,12.506180941677357
5962,Hyundai EON 1.0 Era Plus,2016,276000,60000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,12.52815976788113
5963,Hyundai EON 1.0 Kappa Magna Plus Optional,2018,350000,10000,Petrol,Individual,Manual,Second Owner,20.3,998.0,68.05,5.0,12.765691290604371
5965,Hyundai EON 1.0 Magna Plus Option O,2016,280000,100000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,12.54254845357358
5966,Mitsubishi Lancer 2.0 L Diesel LX,2008,160000,100000,Diesel,Individual,Manual,First Owner,14.8,1998.0,68.0,5.0,11.982935344196433
5967,Mitsubishi Lancer 2.0 LXd,1999,155000,100000,Diesel,Individual,Manual,Third Owner,14.8,1998.0,68.0,5.0,11.951186847493476
5968,Mitsubishi Lancer 2.0 GLd,2008,165000,120000,Diesel,Individual,Manual,Third Owner,14.8,1998.0,68.0,5.0,12.013706813470414
5969,Mitsubishi Lancer 2.0 GLd,1999,150000,198000,Diesel,Individual,Manual,Second Owner,14.8,1998.0,68.0,5.0,11.918397239722838
5971,Mitsubishi Lancer 2.0 LXd,2000,150000,280000,Diesel,Individual,Manual,Second Owner,14.8,1998.0,68.0,5.0,11.918397239722838
5972,Tata Sumo GX 7 Str BSII,2006,130000,74000,Diesel,Individual,Manual,First Owner,13.7,1948.0,68.0,7.0,11.775297421715827
5973,Tata Sumo CX 10 Str BSIV,2011,175000,20000,Diesel,Individual,Manual,First Owner,12.2,1948.0,68.0,10.0,12.07254696717504
5974,Tata Sumo EX 10/7 Str BSIII,2012,200000,67500,Diesel,Individual,Manual,First Owner,12.2,1948.0,68.0,10.0,12.206077645517674
5975,Tata Sumo SE Plus BSII,2000,95000,120000,Diesel,Individual,Manual,Fourth & Above Owner,12.2,1948.0,68.0,10.0,11.461642696843066
5976,Tata Sumo CX 9 Seater,2008,150000,120000,Diesel,Individual,Manual,First Owner,12.2,1948.0,68.0,9.0,11.918397239722838
5977,Tata Sumo EX 10/7 Str BSIII,2008,200000,80000,Diesel,Individual,Manual,First Owner,12.2,1948.0,68.0,10.0,12.206077645517674
5979,Tata Indica V2 DLX TC,2006,85000,120000,Diesel,Individual,Manual,Third Owner,16.8,1405.0,68.0,5.0,11.350418300109132
5980,Tata Indica V2 DLG TC,2008,175000,120000,Diesel,Individual,Manual,Third Owner,16.8,1405.0,68.0,5.0,12.07254696717504
5981,Tata Indica V2 DLX TC,2008,45000,60000,Diesel,Individual,Manual,Second Owner,16.8,1405.0,68.0,5.0,10.714439990727769
5982,Ford Figo Diesel LXI,2011,160000,120000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,11.982935344196433
5983,Ford Figo Diesel Titanium,2010,170000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,12.04355959836804
5984,Ford Figo Diesel ZXI,2012,300000,70000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,12.611541086966115
5985,Ford Figo Diesel Titanium,2010,180000,110000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,12.100717685412471
5986,Ford Figo Diesel Titanium,2011,190000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,12.154784614286667
5987,Ford Figo Diesel EXI,2011,175000,90400,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,12.07254696717504
5988,Ford Figo Diesel Titanium,2012,425000,81632,Diesel,Dealer,Manual,First Owner,20.0,1399.0,68.0,5.0,12.959846800844963
5989,Ford Figo Diesel ZXI,2012,280000,60000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,12.54254845357358
5990,Ford Figo Diesel LXI,2010,210000,100000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,12.25486757159303
5991,Ford Figo Diesel Titanium,2011,204999,100000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,12.230765258120545
5992,Ford Figo Diesel EXI,2012,200000,104500,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,12.206077645517674
5993,Ford Figo Diesel Titanium,2010,144000,50000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,11.87757552297847
5994,Ford Figo Diesel Titanium,2011,302000,103000,Diesel,Individual,Manual,Third Owner,20.0,1399.0,68.0,5.0,12.618185607609803
5995,Ford Figo Diesel Titanium,2011,200000,80000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,12.206077645517674
5996,Ford Figo Diesel EXI,2011,225000,70000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,12.323860125621126
5997,Ford Figo Diesel Titanium,2011,225000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,12.323860125621126
5998,Ford Figo Diesel ZXI,2012,250000,40000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,12.429220196836383
5999,Ford Figo Diesel Titanium,2011,220000,100000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,12.301387370778713
6000,Ford Figo Diesel Titanium,2012,300000,90000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,12.611541086966115
6001,Ford Figo Diesel EXI,2010,200000,120000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,12.206077645517674
6002,Ford Figo Diesel ZXI,2012,325000,150000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,12.691583538230217
6003,Ford Figo Diesel Titanium,2011,204999,70000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,12.230765258120545
6004,Ford Figo Diesel EXI,2012,220000,100000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,12.301387370778713
6005,Ford Figo Diesel Titanium,2010,185000,124316,Diesel,Dealer,Manual,Second Owner,20.0,1399.0,68.0,5.0,12.128116509451258
6006,Ford Figo Diesel Titanium,2012,320000,103994,Diesel,Individual,Manual,Fourth & Above Owner,20.0,1399.0,68.0,5.0,12.676079399771027
6007,Ford Figo Diesel EXI,2011,300000,80000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,12.611541086966115
6008,Ford Figo Diesel EXI,2011,240000,72000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,12.388398368982115
6009,Ford Figo Diesel Titanium,2011,250000,78562,Diesel,Dealer,Manual,First Owner,20.0,1399.0,68.0,5.0,12.429220196836383
6010,Ford Figo Diesel LXI,2011,135000,120000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,11.813037464800539
6011,Ford Figo Diesel EXI,2012,300000,54000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,12.611541086966115
6013,Ford Figo Diesel LXI,2011,215000,120000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,12.278397958261774
6014,Ford Figo Diesel Titanium,2012,175000,120000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,12.07254696717504
6015,Ford Figo Diesel EXI,2012,250000,156040,Diesel,Dealer,Manual,First Owner,20.0,1399.0,68.0,5.0,12.429220196836383
6016,Ford Figo Diesel ZXI,2011,160000,85000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,11.982935344196433
6017,Ford Figo Diesel ZXI,2010,200000,110000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,12.206077645517674
6019,Ford Figo Diesel LXI,2012,225000,60000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,12.323860125621126
6020,Ford Figo Diesel ZXI,2011,229999,40000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,12.345834587905333
6021,Ford Figo Diesel EXI,2012,300000,70000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,12.611541086966115
6022,Ford Figo Diesel ZXI,2011,170000,70000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,12.04355959836804
6023,Ford Figo Diesel Titanium,2011,180000,125000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,12.100717685412471
6024,Ford Figo Diesel ZXI,2011,204999,147000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,12.230765258120545
6025,Ford Figo Diesel Titanium,2012,220000,110000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,12.301387370778713
6026,Ford Figo Diesel Titanium,2011,155000,80000,Diesel,Individual,Manual,Third Owner,20.0,1399.0,68.0,5.0,11.951186847493476
6027,Ford Figo Diesel EXI,2011,160000,112000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,11.982935344196433
6028,Ford Figo Diesel LXI,2012,140000,70000,Diesel,Individual,Manual,Fourth & Above Owner,20.0,1399.0,68.0,5.0,11.849404844423074
6029,Ford Figo Diesel Titanium,2012,190000,112000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,12.154784614286667
6030,Ford Figo Diesel EXI,2011,250000,55130,Diesel,Dealer,Manual,Second Owner,20.0,1399.0,68.0,5.0,12.429220196836383
6031,Ford Figo Diesel Titanium,2012,250000,80000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,12.429220196836383
6032,Ford Figo Diesel EXI,2011,195000,77395,Diesel,Dealer,Manual,Second Owner,20.0,1399.0,68.0,5.0,12.180759965737863
6033,Ford Figo Diesel ZXI,2011,130000,180000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,11.775297421715827
6034,Ford Figo Diesel ZXI,2011,210000,84000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,12.25486757159303
6035,Ford Figo Diesel Titanium,2010,260000,70000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,12.468440756144114
6036,Ford Figo Diesel Titanium,2011,180000,90000,Diesel,Individual,Manual,Third Owner,20.0,1399.0,68.0,5.0,12.100717685412471
6037,Ford Figo Diesel Titanium,2011,200000,170000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,12.206077645517674
6038,Ford Figo Diesel Titanium,2012,260000,194000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,12.468440756144114
6039,Ford Figo Diesel EXI Option,2012,195000,163720,Diesel,Dealer,Manual,First Owner,18.5,1399.0,68.0,5.0,12.180759965737863
6040,Ford Figo Diesel EXI Option,2010,185000,85568,Diesel,Dealer,Manual,First Owner,18.5,1399.0,68.0,5.0,12.128116509451258
6041,Ford Figo Diesel EXI Option,2011,150000,50000,Diesel,Individual,Manual,First Owner,18.5,1399.0,68.0,5.0,11.918397239722838
6042,Ford Fiesta EXi 1.4 TDCi Ltd,2011,300000,110000,Diesel,Individual,Manual,Third Owner,17.8,1399.0,68.0,5.0,12.611541086966115
6043,Ford Fiesta EXi 1.4 TDCi Ltd,2011,170000,80000,Diesel,Individual,Manual,Third Owner,17.8,1399.0,68.0,5.0,12.04355959836804
6044,Ford Fiesta EXi 1.4 TDCi Ltd,2011,275000,120000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5.0,12.524530013005734
6045,Ford Fiesta 1.4 ZXi TDCi ABS,2011,320000,130000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5.0,12.676079399771027
6046,Ford Fiesta 1.4 Duratorq ZXI,2006,180000,114321,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5.0,12.100717685412471
6047,Ford Fiesta EXi 1.4 TDCi Ltd,2011,260000,110000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5.0,12.468440756144114
6048,Ford Fiesta 1.4 TDCi EXI,2005,150000,120000,Diesel,Individual,Manual,Third Owner,17.8,1399.0,68.0,5.0,11.918397239722838
6049,Ford Fiesta 1.4 ZXi TDCi LE,2010,250000,110000,Diesel,Individual,Manual,Third Owner,17.8,1399.0,68.0,5.0,12.429220196836383
6050,Ford Fiesta EXi 1.4 TDCi Ltd,2011,220000,155000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5.0,12.301387370778713
6051,Ford Fiesta 1.4 SXi TDCi ABS,2010,229999,170000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5.0,12.345834587905333
6052,Ford Fiesta 1.4 ZXi TDCi LE,2008,200000,163000,Diesel,Individual,Manual,First Owner,17.8,1399.0,68.0,5.0,12.206077645517674
6053,Ford Fiesta 1.4 ZXi TDCi ABS,2008,200000,163000,Diesel,Individual,Manual,First Owner,17.8,1399.0,68.0,5.0,12.206077645517674
6054,Ford Fiesta 1.4 SXi TDCi ABS,2010,225000,100000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5.0,12.323860125621126
6055,Ford Fiesta EXi 1.4 TDCi Ltd,2010,180000,187000,Diesel,Dealer,Manual,Second Owner,17.8,1399.0,68.0,5.0,12.100717685412471
6056,Ford Fiesta 1.4 ZXi TDCi Limited Edition,2006,55000,201000,Diesel,Individual,Manual,First Owner,17.8,1399.0,68.0,5.0,10.915106645867503
6057,Ford Fiesta 1.4 SXi TDCi ABS,2008,175000,163000,Diesel,Individual,Manual,Third Owner,17.8,1399.0,68.0,5.0,12.07254696717504
6058,Ford Fiesta 1.4 SXi TDCi ABS,2010,325000,163000,Diesel,Individual,Manual,First Owner,17.8,1399.0,68.0,5.0,12.691583538230217
6059,Ford Fiesta 1.4 Duratorq ZXI,2007,210000,110000,Diesel,Individual,Manual,First Owner,17.8,1399.0,68.0,5.0,12.25486757159303
6060,Ford Fiesta 1.4 Duratorq EXI,2007,125000,110000,Diesel,Individual,Manual,Third Owner,17.8,1399.0,68.0,5.0,11.736077016252437
6061,Ford Fusion 1.4 TDCi Diesel,2009,150000,100000,Diesel,Individual,Manual,Fourth & Above Owner,17.7,1399.0,68.0,5.0,11.918397239722838
6062,Ford Fusion Plus 1.4 TDCi Diesel,2008,90000,110000,Diesel,Individual,Manual,Second Owner,17.7,1399.0,68.0,5.0,11.407576060361786
6063,Ford Fusion 1.4 TDCi Diesel,2009,155000,110000,Diesel,Individual,Manual,Third Owner,17.7,1399.0,68.0,5.0,11.951186847493476
6064,Ford Ikon 1.4 TDCi DuraTorq,2009,140000,140000,Diesel,Individual,Manual,Second Owner,13.8,1399.0,68.0,5.0,11.849404844423074
6065,Ford Ikon 1.4 TDCi DuraTorq,2009,160000,115000,Diesel,Individual,Manual,Second Owner,13.8,1399.0,68.0,5.0,11.982935344196433
6066,Ford Fiesta 1.4 ZXi Duratec,2011,200000,70000,Petrol,Individual,Manual,Second Owner,16.6,1388.0,68.0,5.0,12.206077645517674
6067,Ford Fiesta 1.4 Duratec EXI,2006,140000,60000,Petrol,Individual,Manual,Second Owner,16.6,1388.0,68.0,5.0,11.849404844423074
6068,Ford Fiesta 1.4 Durasport EXI,2007,120000,80000,Petrol,Individual,Manual,Second Owner,16.6,1388.0,68.0,5.0,11.695255355062795
6069,Ford Fiesta 1.4 Duratec EXI Limited Edition,2007,142000,97000,Petrol,Individual,Manual,First Owner,16.6,1388.0,68.0,5.0,11.863589378812122
6070,Ford Fiesta 1.4 Duratec ZXI,2008,136000,200185,Petrol,Individual,Manual,First Owner,16.6,1388.0,68.0,5.0,11.820417517632333
6071,Ford Fiesta 1.4 ZXi Duratec,2011,240000,80000,Petrol,Individual,Manual,Second Owner,16.6,1388.0,68.0,5.0,12.388398368982115
6072,Hyundai Santro Sportz AMT BSIV,2019,466000,25000,Petrol,Individual,Automatic,Fourth & Above Owner,20.3,1086.0,68.0,5.0,13.051943059028227
6073,Hyundai Santro Magna BSIV,2019,450000,10000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,13.017005083966255
6074,Hyundai Santro Asta BSIV,2018,540000,7000,Petrol,Dealer,Manual,First Owner,20.3,1086.0,68.0,5.0,13.199326270390594
6075,Hyundai Santro Magna AMT BSIV,2019,499000,5000,Petrol,Individual,Automatic,First Owner,20.3,1086.0,68.0,5.0,13.120363378739663
6076,Hyundai Santro Sportz BSIV,2018,490000,7000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,13.102162710901053
6077,Hyundai Santro Era,2019,399000,4000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,12.896719202134523
6078,Hyundai Santro Era,2019,420000,20000,Petrol,Individual,Manual,Second Owner,20.3,1086.0,68.0,5.0,12.948012371209098
6079,Hyundai Santro Sportz BSIV,2019,458000,30000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,13.034626646500051
6080,Hyundai Santro Sportz AMT BSIV,2018,565000,10000,Petrol,Individual,Automatic,First Owner,20.3,1086.0,68.0,5.0,13.244582780038517
6081,Hyundai Santro Sportz BSIV,2019,509999,5000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,13.142166004700508
6082,Hyundai Santro Magna BSIV,2019,500000,5000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,13.122365377402328
6083,Hyundai Santro Asta BSIV,2018,500000,25000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,13.122365377402328
6084,Hyundai Santro Sportz BSIV,2018,475000,7800,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,13.07107218827772
6085,Hyundai Santro Era,2019,425000,15000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,12.959846800844963
6086,Hyundai Santro Sportz AMT BSIV,2019,521000,3010,Petrol,Individual,Automatic,First Owner,20.3,1086.0,68.0,5.0,13.163507240119458
6088,Hyundai Santro Asta BSIV,2018,575000,30000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,13.26212705890841
6089,Hyundai Santro Era,2019,420000,30000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,12.948012371209098
6092,Hyundai Santro Sportz BSIV,2019,430000,18500,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,12.971542813248437
6093,Toyota Etios VXD,2011,350000,90000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.1,5.0,12.765691290604371
6094,Toyota Etios Liva Diesel,2013,450000,67000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.1,5.0,13.017005083966255
6095,Toyota Etios Diesel TRD Sportivo,2012,278000,120000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.1,5.0,12.535379989788607
6096,Toyota Etios VXD,2011,350000,100000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.1,5.0,12.765691290604371
6097,Toyota Etios Diesel TRD Sportivo,2012,300000,90000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.1,5.0,12.611541086966115
6098,Fiat Grande Punto EVO 1.2 Dynamic,2015,350000,60000,Petrol,Individual,Manual,Third Owner,15.8,1172.0,67.1,5.0,12.765691290604371
6099,Maruti Zen Estilo LXI Green (CNG),2011,200000,80000,CNG,Individual,Manual,First Owner,26.3,998.0,67.1,5.0,12.206077645517674
6100,Maruti Zen Estilo LXI Green (CNG),2014,235000,70000,CNG,Individual,Manual,Second Owner,26.3,998.0,67.1,5.0,12.367345048436391
6101,Maruti Alto K10 VXI Airbag,2019,366000,15000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.1,5.0,12.810391344620207
6102,Maruti Alto K10 VXI AGS Optional,2017,400000,10000,Petrol,Individual,Automatic,First Owner,23.95,998.0,67.1,5.0,12.899222326086994
